,Location,JDay,Date,SsMean,MeanWetness,MeanTemp,MaxTemp,MinTemp,MeanRH,MaxRH,MinRH,TotalPrecip,RainYN,MeanWC,MaxWC,MinWC,MeanDP,month,year,YearWeek,logSsMean,MeanWetness_1,MeanWetness_3,MeanWetness_7,MeanTemp_1,MeanTemp_3,MeanTemp_7,MaxTemp_1,MaxTemp_3,MaxTemp_7,MinTemp_1,MinTemp_3,MinTemp_7,MeanRH_1,MeanRH_3,MeanRH_7,MaxRH_1,MaxRH_3,MaxRH_7,MinRH_1,MinRH_3,MinRH_7,MeanWC_1,MeanWC_3,MeanWC_7,MaxWC_1,MaxWC_3,MaxWC_7,MinWC_1,MinWC_3,MinWC_7,MeanDP_1,MeanDP_3,MeanDP_7,TotalPrecip_1,TotalPrecip_3,TotalPrecip_7,SsMean_1,SsMean_3,SsMean_7,precip_3dTotal
1,Cranford,165,2018-06-14,106.9,31.81417,13.6944,23.184,5.949,66.95,94.1,38.0,1.0,1.0,0.12889,0.1325,0.1252,7.00417,6,2018,24,4.681204872264089,58.412745,43.79503583333333,35.94462934065934,14.86187333333333,18.238756666666664,17.270133076923077,22.164833333333334,25.85008333333333,24.866274725274724,9.583,10.76375,9.763054945054945,77.03298666666667,70.95138916666666,69.49020208791208,94.58333333333333,94.01666666666667,92.02637362637363,48.48333333333333,42.43333333333334,43.43186813186814,0.167585,0.18594583333333334,0.1705297802197802,0.18441666666666667,0.198275,0.18518241758241757,0.15401666666666666,0.17326666666666665,0.15320109890109893,10.359723333333333,12.115625,10.892903736263737,2.5333333333333337,0.5666666666666667,1.9758241758241757,202.00750000000002,240.48291666666668,182.88923076923078,1.7
2,Cranford,166,2018-06-15,164.775,62.3525,13.99569,22.681,7.82,77.50625,94.5,40.7,2.2,1.0,0.1304,0.1361,0.1274,9.67917,6,2018,24,5.1106314472549315,31.81417,43.79503583333333,35.94462934065934,13.6944,18.238756666666664,17.270133076923077,23.184,25.85008333333333,24.866274725274724,5.949,10.76375,9.763054945054945,66.95,70.95138916666666,69.49020208791208,94.1,94.01666666666667,92.02637362637363,38.0,42.43333333333334,43.43186813186814,0.12889,0.18594583333333334,0.1705297802197802,0.1325,0.198275,0.18518241758241757,0.1252,0.17326666666666665,0.15320109890109893,7.00417,12.115625,10.892903736263737,1.0,0.5666666666666667,1.9758241758241757,106.9,240.48291666666668,182.88923076923078,1.7
3,Cranford,167,2018-06-16,138.38,94.93875,12.49475,19.389,11.273,89.75625,94.0,69.7,8.6,1.0,0.16316,0.2153,0.1296,10.85,6,2018,24,4.937204016010373,62.3525,43.79503583333333,35.94462934065934,13.99569,18.238756666666664,17.270133076923077,22.681,25.85008333333333,24.866274725274724,7.82,10.76375,9.763054945054945,77.50625,70.95138916666666,69.49020208791208,94.5,94.01666666666667,92.02637362637363,40.7,42.43333333333334,43.43186813186814,0.1304,0.18594583333333334,0.1705297802197802,0.1361,0.198275,0.18518241758241757,0.1274,0.17326666666666665,0.15320109890109893,9.67917,12.115625,10.892903736263737,2.2,0.5666666666666667,1.9758241758241757,164.775,240.48291666666668,182.88923076923078,1.7
4,Cranford,168,2018-06-17,154.545,42.62188,16.03025,23.569,8.941,71.15417,95.7,43.0,0.0,0.0,0.1992,0.2116,0.1804,10.18333,6,2018,24,5.046935078821873,94.93875,63.03513999999999,35.94462934065934,12.49475,13.394946666666668,17.270133076923077,19.389,21.751333333333335,24.866274725274724,11.273,8.347333333333333,9.763054945054945,89.75625,78.07083333333333,69.49020208791208,94.0,94.2,92.02637362637363,69.7,49.46666666666667,43.43186813186814,0.16316,0.14081666666666667,0.1705297802197802,0.2153,0.1613,0.18518241758241757,0.1296,0.12739999999999999,0.15320109890109893,10.85,9.17778,10.892903736263737,8.6,3.9333333333333336,1.9758241758241757,138.38,136.685,182.88923076923078,11.8
5,Cranford,169,2018-06-18,149.135,69.88917,15.27152,19.222,12.34,84.72917,94.7,60.6,3.4,1.0,0.18628,0.1986,0.1782,12.59792,6,2018,25,5.011534889339091,42.62188,66.63771,35.94462934065934,16.03025,14.173563333333332,17.270133076923077,23.569,21.87966666666667,24.866274725274724,8.941,9.344666666666667,9.763054945054945,71.15417,79.47222333333333,69.49020208791208,95.7,94.73333333333333,92.02637362637363,43.0,51.13333333333333,43.43186813186814,0.1992,0.16425333333333333,0.1705297802197802,0.2116,0.18766666666666665,0.18518241758241757,0.1804,0.1458,0.15320109890109893,10.18333,10.237499999999999,10.892903736263737,0.0,3.5999999999999996,1.9758241758241757,154.545,152.56666666666663,182.88923076923078,10.799999999999999
6,Cranford,170,2018-06-19,498.31,48.86,17.68463,24.944,11.175,72.10208,94.5,38.9,0.0,0.0,0.19758,0.2124,0.1833,11.84375,6,2018,25,6.21322714534526,69.88917,69.14993333333334,35.94462934065934,15.27152,14.598840000000001,17.270133076923077,19.222,20.726666666666667,24.866274725274724,12.34,10.851333333333335,9.763054945054945,84.72917,81.87986333333332,69.49020208791208,94.7,94.8,92.02637362637363,60.6,57.76666666666667,43.43186813186814,0.18628,0.18288000000000001,0.1705297802197802,0.1986,0.2085,0.18518241758241757,0.1782,0.1627333333333333,0.15320109890109893,12.59792,11.210416666666667,10.892903736263737,3.4,3.9999999999999996,1.9758241758241757,149.135,147.35333333333332,182.88923076923078,11.999999999999998
7,Cranford,171,2018-06-20,56.585,41.6525,18.93602,27.456,8.817,67.8875,95.0,39.5,0.0,0.0,0.18436,0.1942,0.1717,11.98125,6,2018,25,4.0532621171208705,48.86,53.79035,35.94462934065934,17.68463,16.328799999999998,17.270133076923077,24.944,22.578333333333333,24.866274725274724,11.175,10.818666666666667,9.763054945054945,72.10208,75.99513999999999,69.49020208791208,94.5,94.96666666666665,92.02637362637363,38.9,47.5,43.43186813186814,0.19758,0.19435333333333335,0.1705297802197802,0.2124,0.20753333333333335,0.18518241758241757,0.1833,0.18063333333333334,0.15320109890109893,11.84375,11.541666666666666,10.892903736263737,0.0,1.1333333333333333,1.9758241758241757,498.31,267.33,182.88923076923078,3.4
8,Cranford,172,2018-06-21,118.885,24.77854,21.07792,30.874,11.856,64.04792,92.9,37.1,0.0,0.0,0.17516,0.1877,0.1623,13.2,6,2018,25,4.786532949953734,41.6525,53.46722333333333,56.01842428571428,18.93602,17.29739,15.443894285714284,27.456,23.874,22.920714285714286,8.817,10.777333333333333,9.473571428571429,67.8875,74.90625,75.72648857142858,95.0,94.73333333333335,94.64285714285714,39.5,46.333333333333336,47.199999999999996,0.18436,0.18940666666666664,0.16998142857142856,0.1942,0.20173333333333332,0.1858142857142857,0.1717,0.17773333333333333,0.15654285714285715,11.98125,12.140973333333335,10.59137,0.0,1.1333333333333333,2.1714285714285713,56.585,234.6766666666667,181.2328571428571,3.4
9,Cranford,173,2018-06-22,530.525,22.04563,20.274,29.24,11.856,62.73958,88.8,35.6,0.0,0.0,0.16345,0.1753,0.1528,12.13333,6,2018,25,6.2757502333644295,24.77854,38.43034666666667,55.013334285714286,21.07792,19.232856666666667,16.498682857142857,30.874,27.758,24.01928571428571,11.856,10.616,10.317428571428573,64.04792,68.0125,75.31190571428571,92.9,94.13333333333333,94.47142857142856,37.1,38.5,47.07142857142857,0.17516,0.1857,0.17659142857142857,0.1877,0.19810000000000003,0.19369999999999998,0.1623,0.17243333333333333,0.16184285714285715,13.2,12.341666666666667,11.476488571428572,0.0,0.0,2.0285714285714285,118.885,224.59333333333336,182.94499999999996,0.0
10,Cranford,174,2018-06-23,139.66,37.24125,17.77817,24.363,12.582,78.72292,91.2,60.4,0.0,0.0,0.15445,0.1623,0.1499,13.91667,6,2018,25,4.946345630879872,22.04563,29.49222333333334,49.25521,20.274,20.09598,17.395584285714285,29.24,29.189999999999998,24.956285714285713,11.856,10.842999999999998,10.894,62.73958,64.89166666666667,73.20238142857143,88.8,92.23333333333333,93.65714285714286,35.6,37.4,46.34285714285715,0.16345,0.17432333333333336,0.18131285714285714,0.1753,0.18573333333333333,0.1993,0.1528,0.16226666666666664,0.16547142857142857,12.13333,12.438193333333333,11.827082857142857,0.0,0.0,1.7142857142857142,530.525,235.33166666666668,235.195,0.0
11,Cranford,175,2018-06-24,32.55,31.11417,21.29296,29.065,12.703,69.09167,95.6,40.6,0.0,0.0,0.15165,0.1637,0.1383,14.62917,6,2018,25,3.5130368634176907,37.24125,28.021806666666674,41.012710000000006,17.77817,19.71003,18.150358571428573,24.363,28.159000000000002,25.666857142857143,12.582,12.097999999999999,11.081000000000001,78.72292,68.50347333333333,71.62619142857143,91.2,90.96666666666665,93.25714285714285,60.4,44.36666666666667,45.01428571428572,0.15445,0.16435333333333335,0.18006857142857144,0.1623,0.1751,0.19172857142857144,0.1499,0.155,0.16837142857142856,13.91667,13.083333333333334,12.265178571428573,0.0,0.0,0.48571428571428543,139.66,263.0233333333333,235.37785714285715,0.0
14,Cranford,178,2018-06-27,165.34,7.58708,17.58279,27.702,4.115,49.77292,84.6,23.6,0.0,0.0,0.12283,0.1325,0.1165,5.6875,6,2018,26,5.1140338864405415,31.11417,30.13368333333334,39.368751428571436,21.29296,19.78171,18.902174285714285,29.065,27.556,26.451999999999998,12.703,12.380333333333333,11.61842857142857,69.09167,70.18472333333334,71.33154857142857,95.6,91.86666666666667,93.24285714285715,40.6,45.53333333333334,44.67142857142857,0.15165,0.15651666666666667,0.17327571428571428,0.1637,0.16710000000000003,0.1848857142857143,0.1383,0.147,0.16235714285714287,14.62917,13.559723333333332,12.900298571428573,0.0,0.0,0.48571428571428543,32.55,234.245,217.95000000000002,0.0
15,Cranford,179,2018-06-28,260.955,16.8025,15.35656,21.485,9.163,67.55625,89.0,47.3,16.8,1.0,0.1903,0.2313,0.1143,9.15417,6,2018,26,5.568172733284202,7.58708,25.314166666666676,30.46845285714286,17.58279,18.88464,19.232355714285713,27.702,27.043333333333333,27.66342857142857,4.115,9.799999999999999,10.443428571428573,49.77292,65.86250333333334,66.33779857142858,84.6,90.46666666666665,91.8,23.6,41.53333333333333,39.385714285714286,0.12283,0.14297666666666667,0.1642114285714286,0.1325,0.15283333333333335,0.17544285714285718,0.1165,0.1349,0.15354285714285715,5.6875,11.411113333333333,11.913095714285715,0.0,0.0,0.0,165.34,112.51666666666667,220.26500000000001,0.0
16,Cranford,180,2018-06-29,61.165,35.18458,15.27681,22.154,8.519,72.61875,92.1,45.4,0.0,0.0,0.19736,0.2109,0.1746,9.95208,6,2018,26,4.129792140404901,16.8025,18.50125000000001,25.88881,15.35656,18.077436666666667,18.899774285714283,21.485,26.084000000000003,27.169285714285714,9.163,8.660333333333334,10.156,67.55625,62.14028,65.68839428571428,89.0,89.73333333333333,91.01428571428572,47.3,37.166666666666664,40.58571428571429,0.1903,0.15492666666666668,0.16317142857142855,0.2313,0.17583333333333337,0.17814285714285716,0.1143,0.12303333333333334,0.14368571428571428,9.15417,9.823613333333334,11.52887,16.8,5.6000000000000005,2.3999999999999995,260.955,152.94833333333335,186.35714285714286,16.8
17,Cranford,181,2018-06-30,94.505,26.88833,16.69283,23.954,7.544,63.19583,94.2,38.1,0.0,0.0,0.17351,0.1826,0.1615,8.87292,6,2018,26,4.559178602137099,35.18458,19.85805333333334,24.964821428571423,15.27681,16.072053333333333,18.377029999999998,22.154,23.780333333333335,26.411857142857144,8.519,7.265666666666667,10.113428571428573,72.61875,63.31597333333334,66.36428714285714,92.1,88.56666666666666,90.60000000000001,45.4,38.766666666666666,41.42857142857143,0.19736,0.17016333333333333,0.16502857142857144,0.2109,0.19156666666666666,0.18052857142857143,0.1746,0.13513333333333333,0.14409999999999998,9.95208,8.264583333333334,11.238988571428573,0.0,5.6000000000000005,2.4,61.165,162.48666666666665,187.01142857142858,16.8
18,Cranford,182,2018-07-01,282.445,10.87083,17.03852,24.171,9.78,59.375,84.4,34.9,0.0,0.0,0.16329,0.1732,0.1535,8.31042,7,2018,26,5.647018100819351,26.88833,26.291803333333338,25.26622,16.69283,15.7754,17.750588571428572,23.954,22.531000000000002,25.42328571428572,7.544,8.408666666666667,9.497428571428571,63.19583,67.79027666666667,66.24256,94.2,91.76666666666667,90.78571428571429,38.1,43.599999999999994,41.57142857142857,0.17351,0.18705666666666668,0.16479285714285716,0.1826,0.20826666666666668,0.17980000000000002,0.1615,0.15013333333333334,0.1439857142857143,8.87292,9.326390000000002,10.620834285714285,0.0,5.6000000000000005,2.4,94.505,138.875,183.52857142857144,16.8
19,Cranford,183,2018-07-02,27.375,66.59354,11.7721,17.819,6.23,82.40208,93.4,57.7,3.2,1.0,0.16701,0.1819,0.1514,8.73125,7,2018,27,3.3455084758015667,10.87083,24.314580000000007,23.669819999999998,17.03852,16.336053333333332,17.28837714285714,24.171,23.426333333333332,24.699142857142856,9.78,8.614333333333333,9.200857142857144,59.375,65.06319333333333,65.76190571428572,84.4,90.23333333333333,90.15714285714284,34.9,39.46666666666667,41.47142857142857,0.16329,0.1780533333333333,0.16477,0.1732,0.18889999999999998,0.17950000000000002,0.1535,0.1632,0.1440857142857143,8.31042,9.045140000000002,10.074704285714287,0.0,0.0,2.4,282.445,146.03833333333333,148.0885714285714,0.0
20,Cranford,184,2018-07-03,19.485,55.93188,12.68535,19.413,7.619,81.1875,94.9,53.4,1.6,1.0,0.17169,0.1768,0.1659,9.25625,7,2018,27,3.019692910998834,66.59354,34.78423333333334,27.863004285714283,11.7721,15.167816666666667,16.430367142857143,17.819,21.981333333333335,23.764285714285712,6.23,7.851333333333333,8.293428571428572,82.40208,68.32430333333333,66.2875,93.4,90.66666666666667,90.47142857142858,57.7,43.56666666666666,41.08571428571429,0.16701,0.16793666666666665,0.16656428571428572,0.1819,0.17923333333333336,0.1823,0.1514,0.15546666666666667,0.1443,8.73125,8.638196666666666,9.33393,3.2,1.0666666666666667,2.857142857142857,27.375,134.77499999999998,132.04785714285714,3.2
